premises,hypothesis,labels,Lexical Semantics,Logic,Domain, Lexical Semantics,Type,Knowledge,Predicate-Argument Structure,Key Elements,Premise Polarity,Hypothesis Certainty,Verb Category,Inference derivation,Common-Sense Type 1,Common-Sense Type 2
The door was forced.,Harry realized the door was forced.,Neutral,Factivity,,Artificial,,,,,realized,Positive,Fact,Knowledge,Lexically driven,,
The door was not forced.,Harry realized the door was forced.,Contradiction,Factivity,,Artificial,,,,,realized,Positive,Counterfact,Knowledge,Lexically driven,,
The door was forced.,Harry did not realize the door was forced.,Neutral,Factivity,,Artificial,,,,,realized,Positive,Fact,Knowledge,Lexically driven,,
The door was not forced.,Harry did not realize the door was forced.,Contradiction,Factivity,,Artificial,,,,,realized,Positive,Counterfact,Knowledge,Lexically driven,,
It was raining.,"Despite the rain, Tamy did not give up on the boat trip.",Neutral,Factivity,,Artificial,,,,,despite,Positive,Fact,Factive,Construction driven,,
Tamy went on the boat trip.,Tamy did not give up on the boat trip.,Entailment,Factivity,,Artificial,,,,,give up,Positive,Fact,Factive,Lexically driven,,
Tamy did not go to the boat trip.,Tamy did not give up on the boat trip.,Contradiction,Factivity,,Artificial,,,,,give up,Positive,Counterfact,Factive,Lexically driven,,
It was not raining.,"Even though it was raining, Tamy did not give up on her boat trip.",Contradiction,Factivity,,Artificial,,,,,even though,Positive,Counterfact,Factive,Construction driven,,
It was raining.,"Because of the rain, Tamy gave up on her boat trip.",Neutral,Factivity,,Artificial,,,,,because of,Positive,Fact,Factive,Construction driven,,
It was not raining.,"Because of the rain, Tamy gave up on her boat trip.",Contradiction,Factivity,,Artificial,,,,,because of,Positive,Counterfact,Factive,Construction driven,,
Tamy went on her boat trip.,Tamy gave up on her boat trip.,Contradiction,Factivity,,Artificial,,,,,give up,Negative,Counterfact,Factive,Lexically driven,,
Tamy did not go on her boat trip.,Tamy gave up on her boat trip.,Entailment,Factivity,,Artificial,,,,,give up,Negative,Fact,Factive,Lexically driven,,
Andie will continue her studies.,Andie intends to continue her studies.,Neutral,Factivity,,Artificial,,,,,intends to,,Possibly Fact,Volition,Lexically driven,,
Andie will not continue her studies.,Andie intends to continue her studies.,Neutral,Factivity,,Artificial,,,,,intends to,,Possibly Counterfact,Volition,Lexically driven,,
The guy is a war criminal.,The guy is a possible war criminal.,Neutral,Factivity,,Artificial,,,,,possible,,Possibly Fact,Adjective,Lexically driven,,
The guy is not a war criminal.,The guy is a possible war criminal.,Contradiction,Factivity,,Artificial,,,,,possible,,Possibly Counterfact,Adjective,Lexically driven,,
The guy might be a war criminal.,The guy is a possible war criminal.,Entailment,Factivity,,Artificial,,,,,possible,Positive,Fact,Adjective,Lexically driven,,
There was a murder.,The police is investigating on a possible murder.,Neutral,Factivity,,Artificial,,,,,possible,,Possibly Fact,Adjective,Lexically driven,,
There was not a murder.,The police is investigating on a possible murder.,Neutral,Factivity,,Artificial,,,,,possible,,Possibly Counterfact,Adjective,Lexically driven,,
Bettie turned off the gas.,Bettie forgot to turn off the gas.,Contradiction,Factivity,,Artificial,,,,,forgot,Negative,Counterfact,Factive,Lexically driven,,
Bettie did not turn off the gas.,Bettie forgot to turn off the gas.,Entailment,Factivity,,Artificial,,,,,forgot,Negative,Fact,Factive,Lexically driven,,
Bettie turned off the gas.,Bettie remembered to turn off the gas.,Entailment,Factivity,,Artificial,,,,,remembered,Positive,Fact,Factive,Lexically driven,,
Bettie did not turn off the gas.,Bettie remembered to turn off the gas.,Contradiction,Factivity,,Artificial,,,,,remembered,Positive,Counterfact,Factive,Lexically driven,,
Bettie turned off the gas.,Bettie did not remember to turn off the gas.,Contradiction,Factivity,,Artificial,,,,,remember,Negative,Counterfact,Factive,Lexically driven,,
Bettie forgot to turn off the gas.,Bettie did not remember to turn off the gas.,Entailment,Factivity,,Artificial,,,,,remember,Positive,Fact,Factive,Lexically driven,,
Bettie did not turn off the gas.,Bettie did not remember to turn off the gas.,Entailment,Factivity,,Artificial,,,,,remember,Negative,Fact,Factive,Lexically driven,,
Ryan is dead. ,"If looks could kill, Ryan would be dead by now.",Contradiction,Factivity,,Artificial,,,,,if,Negative,Counterfact,Figure of Speech,Construction driven,,
Looks can kill.,"If looks could kill, Ryan would be dead by now.",Neutral,Factivity,,Artificial,,,,,if,Negative,Counterfact,Figure of Speech,Construction driven,,
Looks cannot kill.,"If looks could kill, Ryan would be dead by now.",Neutral,Factivity,,Artificial,,,,,if,Negative,Fact,Figure of Speech,Construction driven,,
Jill knew that Ezra was Jim's brother.,"If Jill had known that Ezra was Jim's brother, she would have not shot him.",Contradiction,Factivity,,Artificial,,,,,if,Negative,Counterfact,Factive,Construction driven,,
Jill did not know that Ezra was Jim's brother.,"If Jill had known that Ezra was Jim's brother, she would have not shot him.",Neutral,Factivity,,Artificial,,,,,if,Negative,Fact,Factive,Construction driven,,
Jill did not shoot Ezra.,"If Jill had known that Ezra was Jim's brother, she would have not shot him.",Contradiction,Factivity,,Artificial,,,,,if,Positive,Counterfact,Factive,Construction driven,,
Jill shot Ezra.,"If Jill had known that Ezra was Jim's brother, she would have not shot him.",Neutral,Factivity,,Artificial,,,,,if,Positive,Fact,Factive,Construction driven,,
Ezra was Jim's brother. ,"If Jill had known that Ezra was Jim's brother, she would have not shot him.",Neutral,Factivity,,Artificial,,,,,know,Positive,Fact,Knowledge,Lexically driven,,
Victoria regrets having abandoned her studies. ,Victoria is glad she did not abandon her studies.,Contradiction,Factivity,,Artificial,,,,,is glad,Negative,Counterfact,Psychological Reaction,Lexically driven,,
Fresh snow crunches beneath your feet.,Fresh snow makes noises beneath your feet.,entailment,,,Artificial,,,Common Sense,,,,,,,Definition,
In this respect John is just like Mary.,In this respect Mary is just like John.,entailment,,,Web,,,Common Sense,,,,,,,Simultaneous Conditions,
My dad goes to Mass to this church.,My dad prays in this church.,entailment,,,,,,Common Sense,,,,,,,Cause / Effect,
John is divorced.,John was married.,entailment,,,,,,Common Sense,,,,,,,Cause / Effect,
John is divorced.,John is married.,contradiction,,,,,,Common Sense,,,,,,,Mutual Exclusivity,
The guy shot himself in the head.,The guy is dead.,entailment,,,Artificial,,,Common Sense,,,,,,,Cause / Effect,
One quarter of world population lives in cities.,More than one billion people live in cities.,entailment,,,Web,,,Common Sense,,,,,,,Arithmetic,Episodic World Knowledge
The cat is close to the lamp .,The lamp is close to the cat.,entailment,,,Artificial,,,Common Sense,,,,,,,Spatial Relation,
John earns the double of Mary.,Mary earns less than John.,entailment,,,Artificial,,,Common Sense,,,,,,,Transitivity,
An animal passing through barbed wire feels pain.,An animal passing through barbed wire feels joy.,contradiction,Lexical Entailment,,Wikipedia,,,Common Sense,,,,,,,Mutual Exclusivity,
"Somalia, North Korea, and Afghanistan are perceived to be the world's most corrupt countries.",Some European countries are perceived to be the world's most corrupt countries.,contradiction,,,Web,,,Common Sense,,,,,,,Mutual Exclusivity,
"Denmark, Finland, and Sweden are perceived to be the world's least corrupt countries.",Some European countries are perceived to be the world's least corrupt countries.,entailment,,,,,,Common Sense,,,,,,,Geography,
There have been reports of nearly 500 different bird species.,There have been reports of more than 300 different bird species.,entailment,Quantifiers,,News,,,Common Sense,,,,,,,Arithmetic,
The bacterium  has been isolated from soil collected from Texas.,The bacterium has been isolated from soil collected in United StatesA.,entailment,,,Wikipedia,,,Common Sense,,,,,,,Geography,
The kiwi is a flightless bird .,Kiwis cannot fly.,entailment,,,Web,,,Common Sense,,,,,,,Simultaneous Conditions,
Mary is going surfing.,Mary is going to the sea.,entailment,,,Artificial,,,Common Sense,,,,,,,Simultaneous Conditions,
Mary is surfing.,Mary has a surfboard.,entailment,,,Artificial,,,Common Sense,,,,,,,Simultaneous Conditions,
Continental philosophy prevails in Europe.,Continental philosophy prevails in the old Continent.,entailment,Lexical Entailment,,Wikipedia,,,Common Sense,,,,,,,Episodic World Knowledge,
John swam in the pool.,John got into the pool.,entailment,,,Artificial,,,Common Sense,,,,,,,Preconditions,
John swam in the pool.,John wore a swimming suite.,entailment,,,Artificial,,,Common Sense,,,,,,,Preconditions,
John swam in the pool.,The pool was full of water.,entailment,,,Artificial,,,Common Sense,,,,,,,Preconditions,
John swam in the pool.,The pool was empty.,contradiction,,,Artificial,,,Common Sense,,,,,,,Preconditions,
Antibiotics can be used to kill bacteria but are useless against viruses.,Antibiotics can be used to cure the flu.,contradiction,,,Artificial,,,Common Sense,,,,,,,Argument Types,
Antibiotics can be used to kill bacteria but are useless against viruses.,Antibiotics cannot be used to cure the flu.,entailment,,,Artificial,,,Common Sense,,,,,,,Argument Types,
Barbed wire is used to stop enemy soldiers.,Barbed wire is used to stop ally soldiers.,contradiction,,,Wikipedia,,,Common Sense,,,,,,,Mutual Exclusivity,
Mary stopped working at Manchester University.,Mary is paid by Manchester University.,contradiction,,,,,,Common Sense,,,,,,,Cause / Effect,
Mary is employed at Manchester University.,Mary is paid by Manchester University.,entailment,,,,,,Common Sense,,,,,,,Cause / Effect,
The phone can accept short e-mails.,The phone can accept long e-mails.,neutral,Lexical Entailment,,News,,,Common Sense,,,,,,,Omniscience,
Boccaccio was born before the discovery of America.,Boccaccio was born before the 15th century.,entailment,,,Artificial,,,Common Sense,,,,,,,Temporal Relation,
Boccaccio was born in the 14th century.,Boccaccio was born before World War I.,entailment,,,Artificial,,,Common Sense,,,,,,,Temporal Relation,
Boccaccio was born in the 14th century.,Boccaccio was born after World War II.,contradiction,,,Artificial,,,Common Sense,,,,,,,Temporal Relation,
Penicillin is a group of antibiotics.,Penicillin is effective against bacterial infections.,entailment,,,Artificial,,,Common Sense,,,,,,,Episodic World Knowledge,
Jack is driving home with his car.,Jack got into his car.,entailment,,,Artificial,,,Common Sense,,,,,,,Preconditions,
Jack is driving home with his car.,Jack has a driving license.,entailment,,,Artificial,,,Common Sense,,,,,,,Preconditions,
Jack is driving home with his car.,Jack is in his car.,entailment,,,Artificial,,,Common Sense,,,,,,,Preconditions,
Jack is driving home with his car.,Jack has the car keys.,entailment,,,Artificial,,,Common Sense,,,,,,,Preconditions,
Jack is driving home with his car.,Jack is holding the steering wheel.,entailment,,,Artificial,,,Common Sense,,,,,,,Simultaneous Conditions,
Hannibal was a Carthaginian commander during the second Punic War.,Hannibal was a Roman commander during the second Punic War.,contradiction,,,Wikipedia,,,Common Sense,,,,,,,Episodic World Knowledge,Mutual Exclusivity
"Hannibal entered Gaul with 40,000-foot soldiers and 12,000 horsemen.","Hannibal entered Gaul with 70,000 men.",contradiction,,Intervals/Numbers,Wikipedia,,,Common Sense,,,,,,,Arithmetic,
Hannibal won the Battle of Cannae against Terentius Varro.,Terentius Varro lost the Battle of Cannae against Hannibal.,entailment,,,,,,Common Sense,,,,,,,Simultaneous Conditions,
Mary printed the slides in her house.,Mary has a printer.,entailment,,,Artificial,,,Common Sense,,,,,,,Preconditions,
Charles Dickens is buried in Westminster Abbey.,Charles Dickens rests in Westminster Abbey.,entailment,,,,,,Common Sense,,,,,,,Simultaneous Conditions,
Charles Dickens is buried in Westminster Abbey.,Charles Dickens rests in London.,entailment,,,,,,Common Sense,,,,,,,Geography,Episodic World Knowledge
Charles Dickens is buried in Westminster Abbey.,Charles Dickens rests in the UK.,entailment,,,,,,Common Sense,,,,,,,Geography,
Charles Dickens is buried in Westminster Abbey.,Charles Dickens rests in France.,contradiction,,,,,,Common Sense,,,,,,,Geography,
Charles Dickens is buried in Westminster Abbey.,Charles Dickens is dead.,entailment,,,,,,Common Sense,,,,,,,Preconditions,
Charles Dickens is buried in Westminster Abbey.,Charles Dickens is alive.,contradiction,,,,,,Common Sense,,,,,,,Mutual Exclusivity,
Mary got burned with the baking tray.,The baking tray was really hot.,entailment,,,Artificial,,,Common Sense,,,,,,,Cause / Effect,Precondition
Mary got burned with the baking tray.,The baking tray was in the oven.,entailment,,,Artificial,,,Common Sense,,,,,,,Cause / Effect,Precondition
John encourages her.,John supports her.,entailment,,,Artificial,,,Common Sense,,,,,,,Support / Opposition,
Dante was born in Florence.,Dante was born in Rome.,contradiction,,,Wikipedia,,,Common Sense,,,,,,,Episodic World Knowledge,Mutual Exclusivity
Dante died in Ravenna.,Dante died in Milan.,contradiction,Symmetry,,Wikipedia,,,Common Sense,,,,,,,Episodic World Knowledge,Mutual Exclusivity
Aristotle tutored Alexander the Great.,Alexander the Great tutored Aristotle.,contradiction,,,Wikipedia,,,Common Sense,,,,,,,Episodic World Knowledge,Mutual Exclusivity
Alexander the Great conquered Persia.,Alexander the Great conquered the current Iran.,entailment,,,Wikipedia,,,Common Sense,,,,,,,Episodic World Knowledge,Simultaneous Conditions
John hopes that his son passes the exam.,John support his son.,entailment,,,Artificial,,,Common Sense,,,,,,,Support / Opposition,
"Jack was born before Jill, who was born before John.",John was born before Jill.,contradiction,,,,,,Common Sense,,,,,,,Temporal Relation,
"Jack was born before Jill, who was born before John.",Jack was born before Jill and John.,entailment,,,,,,Common Sense,,,,,,,Temporal Relation,
